"Date","Funding","Account","Activity","Document","Description","Amount"
"01/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16412 (199065)","Online Sales 20141001","4.76"
"02/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16414 (199066)","Online Sales 20141002","4.76"
"03/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16416 (199148)","Online Sales 20141003","9.52"
"04/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16418 (199149)","Online Sales 20141004","4.76"
"05/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16420 (199286)","Online Sales 20141005","4.76"
"07/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16424 (199547)","Online Sales 20141007","9.52"
"08/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16426 (199546)","Online Sales 20141008","14.29"
"09/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16428 (199548)","Online Sales 20141009","4.76"
"14/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16438 (199705)","Online Sales 20141014","4.76"
"15/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16440 (199706)","Online Sales 20141015","4.76"
"16/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16442 (199905)","Online Sales 20141016","9.52"
"18/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16446 (201065)","Online Sales 20141018","4.76"
"19/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16448 (201066)","Online Sales 20141019","19.05"
"20/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16451 (201067)","Online Sales 20141020","14.29"
"22/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16455 (201069)","Online Sales 20141022","4.76"
"25/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16461 (201072)","Online Sales 20141025","9.52"
"26/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16463 (201074)","Online Sales 20141026","19.05"
"27/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16465 (201075)","Online Sales 20141027","9.52"
"30/10/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16471 (201078)","Online Sales 20141030","4.76"
"01/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16475 (201081)","Online Sales 20141101","4.76"
"02/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16477 (201083)","Online Sales 20141102","23.81"
"03/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16479 (202424)","Online Sales 20141103","14.29"
"04/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16481 (202425)","Online Sales 20141104","9.52"
"05/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16483 (202426)","Online Sales 20141105","14.29"
"06/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16485 (202427)","Online Sales 20141106","38.10"
"07/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16487 (202428)","Online Sales 20141107","9.52"
"08/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16489 (202429)","Online Sales 20141108","19.05"
"09/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16491 (202430)","Online Sales 20141109","4.76"
"10/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16493 (202432)","Online Sales 20141110","4.76"
"11/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16495 (202433)","Online Sales 20141111","4.76"
"12/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16497 (202434)","Online Sales 20141112","4.76"
"13/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16499 (202435)","Online Sales 20141113","19.05"
"15/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16503 (202437)","Online Sales 20141115","9.52"
"16/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16505 (202438)","Online Sales 20141116","9.52"
"20/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16514 (202703)","Online Sales 20141120","14.29"
"21/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16516 (202787)","Online Sales 20141121","4.76"
"25/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16524 (203106)","Online Sales 20141125","4.76"
"27/11/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16528 (203289)","Online Sales 20141127","4.76"
"02/12/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16538 (204584)","Online Sales 20141202","4.76"
"03/12/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16540 (204585)","Online Sales 20141203","4.76"
"04/12/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16542 (204586)","Online Sales 20141204","4.76"
"13/12/2014","SGI (1)","Subscriptions (570)","General (00)","ECOM  16560 (204925)","Online Sales 20141213","4.76"
"15/01/2015","SGI (1)","Subscriptions (570)","General (00)","ECOM  16626 (218372)","Online Sales 20150115","4.76"
"29/01/2015","SGI (1)","Subscriptions (570)","General (00)","ECOM  16654 (219054)","Online Sales 20150129","4.76"
"11/04/2015","SGI (1)","Subscriptions (570)","General (00)","ECOM  16808 (224603)","Online Sales 20150411","4.76"
"29/05/2015","SGI (1)","Subscriptions (570)","General (00)","ECOM  16904 (227485)","Online Sales 20150529","4.76"
"27/10/2014","SGI (1)","Ticket Income (580)","General (00)","ECOM  16465 (201075)","Online Sales 20141027","2.50"
"11/02/2015","SGI (1)","Consumables (640)","General (00)","CF  18975 (220432)","merchandise wristbands","-128.00"
"11/02/2015","SGI (1)","Consumables (640)","General (00)","CF  18977 (220433)","merchandise stickers","-54.88"
"03/06/2015","SGI (1)","Entrance Fee Conference (675)","General (00)","CF  20598 (227958)","Part of Loughborough Dance Competition entry fee £","-387.97"
"19/11/2014","SGI (1)","Hospitality (730)","General (00)","CF  16717 (204119)","Pizza social","-119.00"
"19/11/2014","SGI (1)","Hospitality (730)","General (00)","CF  16718 (204157)","Pizza social for crew members","-54.21"
"02/12/2014","SGI (1)","Hospitality (730)","General (00)","CF  17248 (205120)","Halloween party","-25.96"
"28/12/2014","SGI (1)","Hospitality (730)","General (00)","CF  18042 (206409)","Chirstmas Dinner subsidary","-128.39"
"26/09/2014","SGI (1)","Publicity (825)","General (00)","CF  15469 (199362)","Committee & Society tshirts","-297.00"
"21/06/2015","SGI (1)","Publicity (825)","General (00)","IC  3269 (229511)","DI Show Payment","-123.23"
"10/02/2015","SGI (1)","Stationery (860)","General (00)","CF  18715 (220385)","Stickers","-25.08"
"10/02/2015","SGI (1)","Stationery (860)","General (00)","CF  18715 (220385)","Stickers delivery charge","-7.99"
